,SSBS,SSB,MaxAbundance,TotalAbundance,RescaledAbundance,Sample_midpoint,Latitude,Longitude,Study_common_taxon,Predominant_land_use,Max_linear_extent_metres,geometry
365,AD1_2007__Hatfield 1 303 33,AD1_2007__Hatfield 1 303,144.0,19.0,0.13194444444444445,2002-07-13,39.45267,-120.34517,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34517 39.45267)
425,AD1_2007__Hatfield 1 303 93,AD1_2007__Hatfield 1 303,144.0,52.0,0.3611111111111111,2003-07-09,39.45267,-120.34517,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34517 39.45267)
364,AD1_2007__Hatfield 1 303 32,AD1_2007__Hatfield 1 303,144.0,49.0,0.3402777777777778,2002-07-13,39.45333,-120.34583,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34583 39.45333)
424,AD1_2007__Hatfield 1 303 92,AD1_2007__Hatfield 1 303,144.0,88.0,0.6111111111111112,2003-07-09,39.45333,-120.34583,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34583 39.45333)
423,AD1_2007__Hatfield 1 303 91,AD1_2007__Hatfield 1 303,144.0,48.0,0.3333333333333333,2003-07-09,39.45417,-120.34583,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34583 39.45417)
363,AD1_2007__Hatfield 1 303 31,AD1_2007__Hatfield 1 303,144.0,19.0,0.13194444444444445,2002-07-13,39.45417,-120.34583,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34583 39.45417)
362,AD1_2007__Hatfield 1 292 30,AD1_2007__Hatfield 1 292,144.0,22.0,0.1527777777777778,2002-07-13,39.45917,-120.34267,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34267 39.45917)
422,AD1_2007__Hatfield 1 292 90,AD1_2007__Hatfield 1 292,144.0,51.0,0.3541666666666667,2003-07-09,39.45917,-120.34267,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34267 39.45917)
361,AD1_2007__Hatfield 1 292 29,AD1_2007__Hatfield 1 292,144.0,39.0,0.2708333333333333,2002-07-13,39.45933,-120.34333,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34333 39.45933)
421,AD1_2007__Hatfield 1 292 89,AD1_2007__Hatfield 1 292,144.0,52.0,0.3611111111111111,2003-07-09,39.45933,-120.34333,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34333 39.45933)
420,AD1_2007__Hatfield 1 292 88,AD1_2007__Hatfield 1 292,144.0,82.0,0.5694444444444444,2003-07-09,39.46,-120.34267,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34267 39.46)
360,AD1_2007__Hatfield 1 292 28,AD1_2007__Hatfield 1 292,144.0,41.0,0.2847222222222222,2002-07-13,39.46,-120.34267,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.34267 39.46)
419,AD1_2007__Hatfield 1 282 87,AD1_2007__Hatfield 1 282,144.0,80.0,0.5555555555555556,2003-07-09,39.46083,-120.27333,Bombus,Pasture,40.0,POINT (-120.27333 39.46083)
359,AD1_2007__Hatfield 1 282 27,AD1_2007__Hatfield 1 282,144.0,22.0,0.1527777777777778,2002-07-13,39.46083,-120.27333,Bombus,Pasture,40.0,POINT (-120.27333 39.46083)
355,AD1_2007__Hatfield 1 255 23,AD1_2007__Hatfield 1 255,144.0,8.0,0.05555555555555555,2002-07-13,39.4625,-120.19433,Bombus,Pasture,40.0,POINT (-120.19433 39.4625)
415,AD1_2007__Hatfield 1 255 83,AD1_2007__Hatfield 1 255,144.0,25.0,0.1736111111111111,2003-07-09,39.4625,-120.19433,Bombus,Secondary vegetation (indeterminate age),40.0,POINT (-120.19433 39.4625)
358,AD1_2007__Hatfield 1 282 26,AD1_2007__Hatfield 1 282,144.0,59.0,0.4097222222222222,2002-07-13,39.46267,-120.27267,Bombus,Pasture,40.0,POINT (-120.27267 39.46267)
50,AD1_2005__Shuler 1  2,AD1_2005__Shuler 1 ,2.0,0.5700000000000001,0.28500000000000003,2003-07-21,38.8356194444,-77.784025,Hymenoptera,Cropland,1505.40413178654,POINT (-77.784025 38.8356194444)
23480,GN1_2011__SuarezRubio 1  3,GN1_2011__SuarezRubio 1 ,345.45000000000005,264.25,0.7649442755825734,2006-05-31,38.84878278,-78.17222544,Aves,Urban,,POINT (-78.17222544 38.84878278)
23483,GN1_2011__SuarezRubio 1  6,GN1_2011__SuarezRubio 1 ,345.45000000000005,231.00000000000003,0.668693009118541,2006-05-31,38.85372341,-78.1646026,Aves,Primary vegetation,,POINT (-78.1646026 38.85372341)
64,AD1_2005__Shuler 1  16,AD1_2005__Shuler 1 ,2.0,0.64,0.32,2003-07-21,38.8808472222,-77.9397916667,Hymenoptera,Cropland,2011.68088920683,POINT (-77.9397916667 38.8808472222)
23482,GN1_2011__SuarezRubio 1  5,GN1_2011__SuarezRubio 1 ,345.45000000000005,284.55,0.82370820668693,2006-05-31,38.89626861,-78.14797827,Aves,Primary vegetation,,POINT (-78.14797827 38.89626861)
23481,GN1_2011__SuarezRubio 1  4,GN1_2011__SuarezRubio 1 ,345.45000000000005,329.0,0.9523809523809522,2006-05-31,38.90486777,-78.30354639,Aves,Primary vegetation,,POINT (-78.30354639 38.90486777)
23478,GN1_2011__SuarezRubio 1  1,GN1_2011__SuarezRubio 1 ,345.45000000000005,345.45000000000005,1.0,2006-05-31,38.90678823,-78.12669762,Aves,Urban,,POINT (-78.12669762 38.90678823)
23479,GN1_2011__SuarezRubio 1  2,GN1_2011__SuarezRubio 1 ,345.45000000000005,295.0,0.8539586047184831,2006-05-31,38.92556369,-78.09436628,Aves,Urban,,POINT (-78.09436628 38.92556369)
49,AD1_2005__Shuler 1  1,AD1_2005__Shuler 1 ,2.0,0.75,0.375,2003-07-21,38.9573277778,-77.868475,Hymenoptera,Cropland,2844.94639668307,POINT (-77.868475 38.9573277778)
68,AD1_2005__Shuler 1  20,AD1_2005__Shuler 1 ,2.0,0.3,0.15,2003-07-21,38.9796027778,-78.2657611111,Hymenoptera,Cropland,2203.68600304127,POINT (-78.2657611111 38.9796027778)
1919,AD1_2009__Julier 1 8 17,AD1_2009__Julier 1 8,891.0,741.0,0.8316498316498316,2006-07-31,38.98872,-77.96237,Apidae,Cropland,250.0,POINT (-77.96237 38.98872)
63,AD1_2005__Shuler 1  15,AD1_2005__Shuler 1 ,2.0,0.08,0.04,2003-07-21,39.0089361111,-78.2422444444,Hymenoptera,Cropland,1272.29870706529,POINT (-78.2422444444 39.0089361111)
1916,AD1_2009__Julier 1 4 14,AD1_2009__Julier 1 4,891.0,109.0,0.122334455667789,2006-07-31,39.026669,-78.279007,Apidae,Cropland,250.0,POINT (-78.279007 39.026669)
54,AD1_2005__Shuler 1  6,AD1_2005__Shuler 1 ,2.0,0.54,0.27,2003-07-21,39.0370444444,-77.8182083333,Hymenoptera,Cropland,1558.24131635636,POINT (-77.8182083333 39.0370444444)
59,AD1_2005__Shuler 1  11,AD1_2005__Shuler 1 ,2.0,2.0,1.0,2003-07-21,39.0471722222,-78.1892277778,Hymenoptera,Cropland,943.561974647135,POINT (-78.1892277778 39.0471722222)
60,AD1_2005__Shuler 1  12,AD1_2005__Shuler 1 ,2.0,0.05,0.025,2003-07-21,39.0617888889,-78.2480611111,Hymenoptera,Cropland,1799.30208692148,POINT (-78.2480611111 39.0617888889)
1918,AD1_2009__Julier 1 8 16,AD1_2009__Julier 1 8,891.0,113.0,0.12682379349046016,2006-07-31,39.075427,-78.165901,Apidae,Cropland,250.0,POINT (-78.165901 39.075427)
62,AD1_2005__Shuler 1  14,AD1_2005__Shuler 1 ,2.0,0.16,0.08,2003-07-21,39.0914416667,-78.2546583333,Hymenoptera,Cropland,2844.94639668307,POINT (-78.2546583333 39.0914416667)
69,AD1_2005__Shuler 1  21,AD1_2005__Shuler 1 ,2.0,0.2,0.1,2003-07-21,39.1149472222,-78.2492722222,Hymenoptera,Cropland,89.9651043460741,POINT (-78.2492722222 39.1149472222)
52,AD1_2005__Shuler 1  4,AD1_2005__Shuler 1 ,2.0,0.22999999999999998,0.11499999999999999,2003-07-21,39.1152055556,-77.7215444444,Hymenoptera,Cropland,881.474401216507,POINT (-77.7215444444 39.1152055556)
1908,AD1_2009__Julier 1 4 6,AD1_2009__Julier 1 4,891.0,10.0,0.01122334455667789,2006-07-31,39.13113,-78.20051,Apidae,Cropland,250.0,POINT (-78.20051 39.13113)
1909,AD1_2009__Julier 1 5 7,AD1_2009__Julier 1 5,891.0,23.0,0.025813692480359147,2006-07-31,39.133192,-78.281726,Apidae,Cropland,250.0,POINT (-78.281726 39.133192)
1911,AD1_2009__Julier 1 5 9,AD1_2009__Julier 1 5,891.0,33.0,0.037037037037037035,2006-07-31,39.147459,-78.266403,Apidae,Cropland,250.0,POINT (-78.266403 39.147459)
61,AD1_2005__Shuler 1  13,AD1_2005__Shuler 1 ,2.0,0.55,0.275,2003-07-21,39.1920666667,-77.4349888889,Hymenoptera,Cropland,1730.51333424507,POINT (-77.4349888889 39.1920666667)
56,AD1_2005__Shuler 1  8,AD1_2005__Shuler 1 ,2.0,0.12,0.06,2003-07-21,39.2003083333,-77.6947777778,Hymenoptera,Cropland,1207.0085335241,POINT (-77.6947777778 39.2003083333)
51,AD1_2005__Shuler 1  3,AD1_2005__Shuler 1 ,2.0,0.21,0.105,2003-07-21,39.2282694444,-77.6920027778,Hymenoptera,Cropland,725.321859590623,POINT (-77.6920027778 39.2282694444)
66,AD1_2005__Shuler 1  18,AD1_2005__Shuler 1 ,2.0,0.27,0.135,2003-07-21,39.2519527778,-77.7537555556,Hymenoptera,Cropland,492.759170386508,POINT (-77.7537555556 39.2519527778)
72,AD1_2005__Shuler 1  24,AD1_2005__Shuler 1 ,2.0,0.28,0.14,2003-07-21,39.2567805556,-77.9253611111,Hymenoptera,Cropland,1155.6226892892,POINT (-77.9253611111 39.2567805556)
58,AD1_2005__Shuler 1  10,AD1_2005__Shuler 1 ,2.0,0.43,0.215,2003-07-21,39.2592583333,-77.5736944444,Hymenoptera,Cropland,568.989279336615,POINT (-77.5736944444 39.2592583333)
1922,AD1_2009__Julier 1 10 20,AD1_2009__Julier 1 10,891.0,118.0,0.1324354657687991,2006-07-31,39.2787,-77.46428,Apidae,Cropland,250.0,POINT (-77.46428 39.2787)
10365,HW1_2011__Summerville 1 3__Site1314 39,HW1_2011__Summerville 1 3__Site1314,1089.0,117.0,0.10743801652892562,2009-07-01,39.31730451,-86.45100463,Insecta,Young secondary vegetation,1.0,POINT (-86.45100463 39.31730451)
10406,HW1_2011__Summerville 1 3__Site1312 80,HW1_2011__Summerville 1 3__Site1312,1089.0,164.0,0.15059687786960516,2011-07-01,39.31757709,-86.45148969,Insecta,Young secondary vegetation,1.0,POINT (-86.45148969 39.31757709)
10346,HW1_2011__Summerville 1 3__Site1312 20,HW1_2011__Summerville 1 3__Site1312,1089.0,1089.0,1.0,2007-07-01,39.31757709,-86.45148969,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.45148969 39.31757709)
10366,HW1_2011__Summerville 1 3__Site1312 40,HW1_2011__Summerville 1 3__Site1312,1089.0,176.0,0.16161616161616163,2009-07-01,39.31757709,-86.45148969,Insecta,Young secondary vegetation,1.0,POINT (-86.45148969 39.31757709)
10386,HW1_2011__Summerville 1 3__Site1312 60,HW1_2011__Summerville 1 3__Site1312,1089.0,130.0,0.11937557392102846,2010-07-01,39.31757709,-86.45148969,Insecta,Young secondary vegetation,1.0,POINT (-86.45148969 39.31757709)
10363,HW1_2011__Summerville 1 3__Site1326 37,HW1_2011__Summerville 1 3__Site1326,1089.0,206.0,0.1891643709825528,2009-07-01,39.32119011,-86.43818996,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43818996 39.32119011)
10383,HW1_2011__Summerville 1 3__Site1326 57,HW1_2011__Summerville 1 3__Site1326,1089.0,222.0,0.20385674931129477,2010-07-01,39.32119011,-86.43818996,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43818996 39.32119011)
10343,HW1_2011__Summerville 1 3__Site1326 17,HW1_2011__Summerville 1 3__Site1326,1089.0,926.0,0.8503213957759412,2007-07-01,39.32119011,-86.43818996,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43818996 39.32119011)
10403,HW1_2011__Summerville 1 3__Site1326 77,HW1_2011__Summerville 1 3__Site1326,1089.0,478.0,0.4389348025711662,2011-07-01,39.32119011,-86.43818996,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43818996 39.32119011)
10404,HW1_2011__Summerville 1 3__Site1326A 78,HW1_2011__Summerville 1 3__Site1326A,1089.0,749.0,0.6877869605142333,2011-07-01,39.32187558,-86.43832373,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43832373 39.32187558)
10384,HW1_2011__Summerville 1 3__Site1326A 58,HW1_2011__Summerville 1 3__Site1326A,1089.0,290.0,0.2662993572084481,2010-07-01,39.32187558,-86.43832373,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43832373 39.32187558)
10344,HW1_2011__Summerville 1 3__Site1326A 18,HW1_2011__Summerville 1 3__Site1326A,1089.0,635.0,0.5831037649219467,2007-07-01,39.32187558,-86.43832373,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43832373 39.32187558)
10364,HW1_2011__Summerville 1 3__Site1326A 38,HW1_2011__Summerville 1 3__Site1326A,1089.0,205.0,0.18824609733700642,2009-07-01,39.32187558,-86.43832373,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43832373 39.32187558)
10339,HW1_2011__Summerville 1 3__Site1321A 13,HW1_2011__Summerville 1 3__Site1321A,1089.0,620.0,0.5693296602387512,2007-07-01,39.32205789,-86.44251024,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44251024 39.32205789)
10359,HW1_2011__Summerville 1 3__Site1321A 33,HW1_2011__Summerville 1 3__Site1321A,1089.0,224.0,0.2056932966023875,2009-07-01,39.32205789,-86.44251024,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44251024 39.32205789)
10379,HW1_2011__Summerville 1 3__Site1321A 53,HW1_2011__Summerville 1 3__Site1321A,1089.0,580.0,0.5325987144168962,2010-07-01,39.32205789,-86.44251024,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44251024 39.32205789)
10399,HW1_2011__Summerville 1 3__Site1321A 73,HW1_2011__Summerville 1 3__Site1321A,1089.0,403.0,0.37006427915518825,2011-07-01,39.32205789,-86.44251024,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44251024 39.32205789)
10340,HW1_2011__Summerville 1 3__Site1317A 14,HW1_2011__Summerville 1 3__Site1317A,1089.0,914.0,0.8393021120293848,2007-07-01,39.32235419,-86.44987467,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44987467 39.32235419)
10400,HW1_2011__Summerville 1 3__Site1317A 74,HW1_2011__Summerville 1 3__Site1317A,1089.0,441.0,0.4049586776859504,2011-07-01,39.32235419,-86.44987467,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44987467 39.32235419)
10380,HW1_2011__Summerville 1 3__Site1317A 54,HW1_2011__Summerville 1 3__Site1317A,1089.0,425.0,0.39026629935720847,2010-07-01,39.32235419,-86.44987467,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44987467 39.32235419)
10360,HW1_2011__Summerville 1 3__Site1317A 34,HW1_2011__Summerville 1 3__Site1317A,1089.0,234.0,0.21487603305785125,2009-07-01,39.32235419,-86.44987467,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44987467 39.32235419)
10341,HW1_2011__Summerville 1 3__Site1317 15,HW1_2011__Summerville 1 3__Site1317,1089.0,732.0,0.6721763085399449,2007-07-01,39.32250473,-86.44930503,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44930503 39.32250473)
10361,HW1_2011__Summerville 1 3__Site1317 35,HW1_2011__Summerville 1 3__Site1317,1089.0,179.0,0.16437098255280075,2009-07-01,39.32250473,-86.44930503,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44930503 39.32250473)
10381,HW1_2011__Summerville 1 3__Site1317 55,HW1_2011__Summerville 1 3__Site1317,1089.0,358.0,0.3287419651056015,2010-07-01,39.32250473,-86.44930503,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44930503 39.32250473)
10401,HW1_2011__Summerville 1 3__Site1317 75,HW1_2011__Summerville 1 3__Site1317,1089.0,311.0,0.28558310376492196,2011-07-01,39.32250473,-86.44930503,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44930503 39.32250473)
10382,HW1_2011__Summerville 1 3__Site1321 56,HW1_2011__Summerville 1 3__Site1321,1089.0,241.0,0.22130394857667585,2010-07-01,39.32285501,-86.44338565,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44338565 39.32285501)
10402,HW1_2011__Summerville 1 3__Site1321 76,HW1_2011__Summerville 1 3__Site1321,1089.0,296.0,0.27180899908172634,2011-07-01,39.32285501,-86.44338565,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44338565 39.32285501)
10362,HW1_2011__Summerville 1 3__Site1321 36,HW1_2011__Summerville 1 3__Site1321,1089.0,185.0,0.16988062442607896,2009-07-01,39.32285501,-86.44338565,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44338565 39.32285501)
10342,HW1_2011__Summerville 1 3__Site1321 16,HW1_2011__Summerville 1 3__Site1321,1089.0,848.0,0.7786960514233241,2007-07-01,39.32285501,-86.44338565,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44338565 39.32285501)
10338,HW1_2011__Summerville 1 2__Site1221 12,HW1_2011__Summerville 1 2__Site1221,1089.0,787.0,0.7226813590449954,2007-07-01,39.33968972,-86.44205695,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44205695 39.33968972)
10378,HW1_2011__Summerville 1 2__Site1221 52,HW1_2011__Summerville 1 2__Site1221,1089.0,369.0,0.33884297520661155,2010-07-01,39.33968972,-86.44205695,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44205695 39.33968972)
10358,HW1_2011__Summerville 1 2__Site1221 32,HW1_2011__Summerville 1 2__Site1221,1089.0,316.0,0.29017447199265384,2009-07-01,39.33968972,-86.44205695,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44205695 39.33968972)
10398,HW1_2011__Summerville 1 2__Site1221 72,HW1_2011__Summerville 1 2__Site1221,1089.0,386.0,0.3544536271808999,2011-07-01,39.33968972,-86.44205695,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44205695 39.33968972)
10337,HW1_2011__Summerville 1 2__Site1220 11,HW1_2011__Summerville 1 2__Site1220,1089.0,609.0,0.559228650137741,2007-07-01,39.34105413,-86.44095523,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44095523 39.34105413)
10357,HW1_2011__Summerville 1 2__Site1220 31,HW1_2011__Summerville 1 2__Site1220,1089.0,307.0,0.28191000918273645,2009-07-01,39.34105413,-86.44095523,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44095523 39.34105413)
10397,HW1_2011__Summerville 1 2__Site1220 71,HW1_2011__Summerville 1 2__Site1220,1089.0,590.0,0.54178145087236,2011-07-01,39.34105413,-86.44095523,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44095523 39.34105413)
10377,HW1_2011__Summerville 1 2__Site1220 51,HW1_2011__Summerville 1 2__Site1220,1089.0,381.0,0.349862258953168,2010-07-01,39.34105413,-86.44095523,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44095523 39.34105413)
10335,HW1_2011__Summerville 1 2__Site1222 9,HW1_2011__Summerville 1 2__Site1222,1089.0,440.0,0.40404040404040403,2007-07-01,39.34300326,-86.44342312,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44342312 39.34300326)
10355,HW1_2011__Summerville 1 2__Site1222 29,HW1_2011__Summerville 1 2__Site1222,1089.0,315.0,0.2892561983471074,2009-07-01,39.34300326,-86.44342312,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44342312 39.34300326)
10395,HW1_2011__Summerville 1 2__Site1222 69,HW1_2011__Summerville 1 2__Site1222,1089.0,453.0,0.41597796143250687,2011-07-01,39.34300326,-86.44342312,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44342312 39.34300326)
10375,HW1_2011__Summerville 1 2__Site1222 49,HW1_2011__Summerville 1 2__Site1222,1089.0,579.0,0.5316804407713499,2010-07-01,39.34300326,-86.44342312,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.44342312 39.34300326)
10376,HW1_2011__Summerville 1 2__Site1223 50,HW1_2011__Summerville 1 2__Site1223,1089.0,317.0,0.2910927456382002,2010-07-01,39.34357021,-86.4432678,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4432678 39.34357021)
10356,HW1_2011__Summerville 1 2__Site1223 30,HW1_2011__Summerville 1 2__Site1223,1089.0,182.0,0.16712580348943984,2009-07-01,39.34357021,-86.4432678,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4432678 39.34357021)
10396,HW1_2011__Summerville 1 2__Site1223 70,HW1_2011__Summerville 1 2__Site1223,1089.0,293.0,0.26905417814508725,2011-07-01,39.34357021,-86.4432678,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4432678 39.34357021)
10336,HW1_2011__Summerville 1 2__Site1223 10,HW1_2011__Summerville 1 2__Site1223,1089.0,424.0,0.38934802571166205,2007-07-01,39.34357021,-86.4432678,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4432678 39.34357021)
10330,HW1_2011__Summerville 1 1__Site1124 4,HW1_2011__Summerville 1 1__Site1124,1089.0,698.0,0.6409550045913682,2007-07-01,39.35122322,-86.43218743,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43218743 39.35122322)
10350,HW1_2011__Summerville 1 1__Site1124 24,HW1_2011__Summerville 1 1__Site1124,1089.0,178.0,0.16345270890725436,2009-07-01,39.35122322,-86.43218743,Insecta,Young secondary vegetation,1.0,POINT (-86.43218743 39.35122322)
10370,HW1_2011__Summerville 1 1__Site1124 44,HW1_2011__Summerville 1 1__Site1124,1089.0,169.0,0.155188246097337,2010-07-01,39.35122322,-86.43218743,Insecta,Young secondary vegetation,1.0,POINT (-86.43218743 39.35122322)
10390,HW1_2011__Summerville 1 1__Site1124 64,HW1_2011__Summerville 1 1__Site1124,1089.0,261.0,0.2396694214876033,2011-07-01,39.35122322,-86.43218743,Insecta,Young secondary vegetation,1.0,POINT (-86.43218743 39.35122322)
10387,HW1_2011__Summerville 1 1__Site1124A 61,HW1_2011__Summerville 1 1__Site1124A,1089.0,314.0,0.28833792470156105,2011-07-01,39.35221572,-86.4324792,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4324792 39.35221572)
10367,HW1_2011__Summerville 1 1__Site1124A 41,HW1_2011__Summerville 1 1__Site1124A,1089.0,279.0,0.256198347107438,2010-07-01,39.35221572,-86.4324792,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4324792 39.35221572)
10347,HW1_2011__Summerville 1 1__Site1124A 21,HW1_2011__Summerville 1 1__Site1124A,1089.0,209.0,0.1919191919191919,2009-07-01,39.35221572,-86.4324792,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4324792 39.35221572)
10327,HW1_2011__Summerville 1 1__Site1124A 1,HW1_2011__Summerville 1 1__Site1124A,1089.0,476.0,0.43709825528007346,2007-07-01,39.35221572,-86.4324792,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.4324792 39.35221572)
10353,HW1_2011__Summerville 1 1__Site1115A 27,HW1_2011__Summerville 1 1__Site1115A,1089.0,185.0,0.16988062442607896,2009-07-01,39.35276097,-86.43204125,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43204125 39.35276097)
10373,HW1_2011__Summerville 1 1__Site1115A 47,HW1_2011__Summerville 1 1__Site1115A,1089.0,179.0,0.16437098255280075,2010-07-01,39.35276097,-86.43204125,Insecta,Intermediate secondary vegetation,1.0,POINT (-86.43204125 39.35276097)
